967 1102 1903 2639 2397 121 39 48 	842 356 996 3314 3401 237 64 6 	992 1484 1724 2554 2291 156 15 0 	
1377 3160 2550 723 478 408 284 236 	294 2080 2157 1864 1023 932 495 371 	2599 4354 935 430 306 219 233 140 	
629 1131 1333 1643 1467 2137 852 24 	752 1151 1324 1444 1742 1196 1418 189 	1676 1903 2078 2230 963 346 20 0 	
59 486 1919 2652 2349 1508 199 44 	44 235 832 2185 3051 2398 447 24 	2351 1949 1877 1814 910 293 20 2 	
29 4037 2683 1447 512 370 113 25 	72 2981 4048 1315 574 181 35 10 	607 5931 1801 589 218 52 18 0 	
112 833 634 795 4020 1976 700 146 	143 971 562 753 1445 4369 874 99 	744 1563 964 810 791 874 1639 1831 	
636 1591 2086 2084 1252 861 440 266 	395 1166 1557 2089 1884 1262 585 278 	1550 1926 2167 1499 1172 596 221 85 	
91 1187 3514 2251 950 803 355 65 	110 629 2465 3689 955 820 519 29 	204 744 2277 3624 1148 703 453 63 	
0 571 3122 3333 1340 670 103 77 	99 409 854 3236 2969 1160 392 97 	309 1021 2514 2163 1582 820 383 424 	
649 1788 2345 2237 1168 471 324 234 	403 1023 1539 2120 2297 1113 527 194 	4197 2108 1012 631 501 406 281 80 	
1644 4171 2000 657 414 137 101 92 	1320 3216 2332 1270 778 115 114 71 	1567 4078 1581 1347 377 130 101 35 	
36 101 320 1123 3051 3634 794 157 	65 143 451 1933 4494 1701 371 58 	160 561 2558 4264 1264 336 60 13 	
130 579 518 759 6962 155 60 53 	126 579 517 554 7044 295 51 50 	185 665 444 503 6754 575 52 38 	
68 370 6160 1309 1025 226 51 7 	74 231 1713 6032 841 259 59 7 	137 2128 5126 1029 482 257 53 4 	
630 2294 1686 1348 1235 845 699 479 	798 2310 1771 1702 1204 789 521 121 	3810 1607 1281 908 865 564 141 40 	
49 438 2398 4221 1022 560 470 58 	11 212 1496 4413 1683 659 570 172 	226 1222 3293 2173 522 794 642 344 	
393 398 428 743 4815 2388 34 17 	433 371 418 829 5911 1215 30 9 	1097 1977 5825 262 29 14 10 2 	
413 559 280 372 1523 3133 1938 998 	474 497 405 423 2489 2640 1709 579 	707 388 704 2680 1510 1697 1354 176 	
2 6 181 3744 2043 2585 447 208 	3 7 28 3919 2264 2486 361 148 	3 6 16 3623 2176 2727 463 202 	
3257 1383 1186 1043 1391 530 194 232 	1559 1376 1736 1271 883 1614 547 230 	5685 1146 997 795 392 150 46 5 	
16 685 1544 2436 2075 1242 776 442 	17 719 2183 2347 2002 1229 656 63 	2692 3014 1846 1199 393 59 13 0 	
66 991 2425 2239 1356 812 656 671 	145 455 1795 2437 1768 1024 705 887 	1413 3196 1763 1020 838 463 325 198 	
1394 2471 2009 1406 758 678 477 23 	349 2137 2467 1802 1104 532 663 162 	2883 1909 1672 1128 684 524 298 118 	
70 203 394 727 4093 3391 235 103 	96 241 375 705 4191 3339 194 75 	101 228 382 880 6581 803 170 71 	
36 1079 3331 2544 1361 501 202 162 	71 1135 3470 2606 1101 501 195 137 	386 2725 3343 1831 639 242 44 6 	
35 165 322 695 1984 4848 1081 86 	73 276 570 1626 4838 1630 183 20 	174 521 1477 4837 1936 236 32 3 	
560 1708 1661 2112 1852 894 300 129 	599 1838 1763 2237 1772 688 274 45 	2837 2219 2018 1278 459 226 172 7 	
54 247 1286 1627 1125 1031 1431 2415 	190 595 1602 1344 908 864 947 2766 	98 432 1593 1476 983 874 1000 2760 	
162 377 5397 915 2302 25 25 13 	160 328 4546 1706 2387 58 23 8 	105 308 983 5173 214 2365 61 7 	
1030 1378 1522 995 663 516 1153 1959 	1079 1421 1528 937 581 343 594 2733 	1276 1633 1372 800 465 268 371 3031 	
47 597 1738 1166 2275 3336 55 2 	61 781 1690 1152 2460 3036 34 2 	156 1561 1338 1389 2868 1881 22 1 	
534 793 3857 1222 1235 1052 462 61 	517 1520 3200 1276 1331 1038 309 25 	1545 3896 1208 1149 910 402 103 3 	
245 6036 874 532 548 477 340 164 	245 6015 924 546 566 469 307 144 	1522 5138 505 519 543 489 340 160 	
6486 906 337 291 323 342 285 246 	5727 1700 326 279 321 344 282 237 	6953 540 308 263 313 345 268 226 	
456 1297 1377 847 614 868 2314 1443 	858 1291 1448 663 645 1295 2401 615 	2310 1445 1067 1496 1770 480 479 169 	
1156 518 276 186 147 281 6617 35 	1053 606 264 233 179 623 6246 12 	838 753 284 266 231 6113 726 5 	
59 1552 3385 2016 843 728 396 237 	117 1609 3165 2087 758 743 528 209 	1292 3452 2252 1027 432 405 244 112 	
190 615 1177 4339 2720 165 8 2 	88 405 497 941 3415 3709 159 2 	156 326 335 524 1240 4725 1876 34 	
40 348 996 2012 3052 2147 519 102 	31 297 993 2007 3025 2067 673 123 	44 319 1111 2408 2784 1702 711 137 	
274 2062 3844 2705 302 29 0 0 	197 799 2553 3328 2026 313 0 0 	1304 4464 2987 429 32 0 0 0 	
705 4236 1940 1000 589 420 184 142 	353 2453 3689 1101 619 526 311 164 	1177 4825 1582 649 337 333 156 157 	
7 978 3581 3203 849 431 152 15 	0 177 1312 3450 3104 867 273 33 	33 1430 4891 1746 617 376 112 11 	
287 561 443 6613 1221 83 8 0 	111 457 472 403 270 7260 240 3 	533 385 286 279 184 137 433 6979 	
95 243 948 2989 3522 1094 210 115 	117 276 1490 3708 2805 571 168 81 	191 814 2714 3918 1147 275 109 48 	
187 223 962 1774 2123 3715 114 118 	212 221 745 1606 1928 1409 2995 100 	1669 633 864 970 847 590 1091 2552 	
90 338 962 2134 2526 1781 886 499 	243 1082 2579 2321 1581 929 426 55 	2194 3002 1848 1182 709 243 38 0 	
17 74 336 400 1565 5300 1280 244 	29 163 438 465 6174 1353 464 130 	254 1596 5165 903 683 448 137 30 	
115 453 906 2813 3660 944 208 117 	163 437 740 1863 4438 1342 161 72 	673 1612 4772 1615 295 140 97 12 	
108 260 716 2611 4052 956 397 116 	208 474 879 1553 4706 957 318 121 	468 687 899 1251 3581 1918 278 134 	
35 216 2914 2979 1375 1093 382 222 	60 301 2994 3482 1561 393 285 140 	471 4114 2696 1170 323 215 211 16 	
891 964 1013 1352 1783 1590 956 667 	827 1089 1091 1305 1787 1576 945 596 	764 1198 1450 1681 1740 1225 667 491 	
9 307 1036 3490 4089 274 11 0 	13 206 802 1039 3547 3549 58 2 	131 1009 4312 3243 452 66 3 0 	
2384 4226 1247 431 286 238 249 155 	1076 1975 2931 1969 532 292 261 180 	4295 3618 514 257 172 140 130 90 	
238 184 1060 1957 2317 1925 610 925 	226 196 431 1733 3137 1978 726 789 	1465 1706 2626 1212 675 610 256 666 	
196 507 1302 2845 2874 1210 233 49 	339 870 2202 3367 1896 454 71 17 	1499 3346 3132 1013 188 28 10 0 	
11 89 1382 3194 2699 1540 201 100 	79 107 590 3641 4441 322 34 2 	133 2867 5127 795 181 81 30 2 	
858 2566 3347 1440 541 291 141 32 	996 3275 2627 1284 676 253 97 8 	668 2743 2916 1287 644 486 427 45 	
41 232 311 659 1020 2370 2605 1978 	23 234 233 562 653 2049 2499 2963 	414 675 684 1152 1642 1677 1410 1562 	
73 155 163 477 3190 4776 339 43 	457 311 330 3553 4498 55 6 6 	775 2458 5418 535 16 11 3 0 	
939 86 406 1514 2878 1813 711 869 	979 387 799 1671 2355 1481 764 780 	1729 3683 1981 733 400 225 253 212 	
247 777 1367 1461 1947 2025 1017 375 	481 1166 1460 1351 1977 1889 730 162 	1569 1314 1138 1312 1918 1473 431 61 	
47 302 393 1046 4940 1567 738 183 	91 343 409 1213 5094 1496 540 30 	179 489 725 4019 2642 863 274 25 	
405 1246 1922 2671 1870 739 288 75 	566 1392 2150 2857 1487 517 198 49 	1604 2904 2461 1399 647 127 40 34 	
97 864 1148 2095 1465 1186 2303 58 	21 470 1262 2367 1538 771 2735 52 	4321 798 353 266 277 383 1902 916 	
1954 2690 1449 389 270 349 722 1393 	1262 1648 2289 1162 409 379 773 1294 	3199 2376 705 278 266 413 711 1268 	
7 80 362 1749 3619 2294 550 555 	6 70 191 1229 4132 2303 710 575 	8 66 106 680 3406 3758 720 472 	
75 267 583 684 4313 2804 410 80 	32 252 543 730 4013 2776 731 139 	42 375 464 1120 4592 1943 447 233 	
215 554 2486 2327 1425 1694 505 10 	280 418 1392 3335 1581 1491 718 1 	803 2463 2094 1124 1029 597 1105 1 	
0 60 159 391 1506 5591 1447 62 	49 183 700 4099 3702 450 32 1 	274 2260 4551 1873 241 17 0 0 	
1951 1884 2052 1230 626 412 356 705 	1982 1942 2036 1204 545 377 340 790 	2529 2091 1746 897 455 328 300 870 	
660 1132 973 1244 2700 1883 518 106 	571 1023 766 905 2088 2957 762 144 	1364 1607 1939 2491 1145 491 118 61 	
112 291 258 157 49 411 2350 5588 	95 300 254 163 54 274 2434 5642 	119 278 263 156 49 79 2580 5692 	
13 190 2282 1984 1685 1273 931 858 	5 122 1136 2422 1793 1507 1121 1110 	805 2855 2077 1192 719 573 514 481 	
895 3024 4154 923 68 40 56 56 	53 2174 3786 2948 103 52 60 40 	1 735 3021 4553 772 69 50 15 	
65 259 2521 4589 1029 479 202 72 	74 295 998 3071 3915 587 204 72 	123 663 1275 949 843 4615 610 138 	
538 1997 512 218 126 926 3272 1627 	1181 1511 447 157 216 3723 1974 7 	2098 860 369 2404 3274 204 7 0 	
3 24 101 374 415 1875 4599 1825 	11 74 170 193 479 2237 3627 2425 	59 296 382 1416 4876 1858 328 1 	
19 261 2949 5148 357 261 178 43 	16 242 2157 5995 481 232 78 15 	212 2238 5659 857 183 57 10 0 	
6240 741 256 170 224 369 367 849 	6272 776 243 182 218 364 407 754 	6477 663 230 193 219 382 425 627 	
396 1070 972 1530 2952 1529 379 388 	484 1108 1000 1046 3218 1600 334 426 	1808 1972 1574 1585 1281 545 179 272 	
11 326 1920 2557 1936 1114 749 603 	14 417 1735 2731 2094 1100 602 523 	133 1412 2586 2405 1316 520 327 517 	
1057 2324 862 1354 3246 301 43 29 	19 2386 1580 459 2848 1822 70 32 	0 1911 1950 234 1652 2334 1069 66 	
340 788 2259 2486 1803 972 391 177 	271 452 1015 2797 2467 1482 515 217 	436 676 1931 2213 1572 1347 880 161 	
119 381 6898 1107 295 152 138 126 	215 459 836 6851 517 172 119 47 	499 401 388 1057 6100 598 125 48 	
480 1094 1724 2079 1705 1142 700 292 	593 1497 2046 1899 1411 963 585 222 	969 1637 1992 1588 1314 892 565 259 	
412 2146 1797 1587 1225 1028 644 377 	194 2228 1875 1768 1204 968 632 347 	613 2289 1742 1435 1215 990 638 294 	
1130 1748 1673 1270 1006 846 710 833 	1009 1632 1651 1252 1085 966 756 865 	2118 1858 1371 995 852 811 768 443 	
836 1847 3021 2040 975 321 171 5 	848 1764 3083 2049 969 309 184 10 	989 2168 2834 2005 787 254 173 6 	
333 544 1142 3971 2270 700 228 28 	152 759 1356 3787 2541 500 111 10 	566 918 1896 4088 1392 282 64 10 	
250 1706 6274 487 143 114 118 124 	281 1547 6412 536 146 118 98 78 	267 1292 6488 769 154 113 74 59 	
65 1070 3508 2296 1283 621 288 85 	53 168 2278 4141 1676 598 243 59 	625 4267 2174 1056 598 347 133 16 	
63 110 769 2305 2563 1694 1123 589 	75 111 390 1345 2995 2210 1476 614 	543 980 1824 2026 1381 961 997 504 	
459 628 1586 3229 2414 678 180 42 	497 722 1661 3303 2392 528 82 31 	391 730 1552 3072 2628 693 112 38 	
25 440 4650 2875 843 261 64 58 	39 386 2502 4827 1100 254 68 40 	5675 2644 643 147 52 38 17 0 	
1852 481 586 1096 1745 1985 1123 348 	2054 509 754 1248 2005 1888 616 142 	2640 1140 1747 2111 1168 312 95 3 	
721 1562 1890 1975 1629 972 376 91 	701 1539 1974 2157 1617 873 270 85 	1556 2104 2249 1722 882 491 164 48 	
292 935 1527 1792 1828 1672 959 211 	282 900 1512 1756 2106 1730 775 155 	574 1702 2371 1899 1552 953 161 4 	
842 1282 2100 2679 1679 541 82 11 	745 1244 2141 2834 1616 539 87 10 	1271 1676 2826 2306 865 231 38 3 	
25 299 736 1609 2462 2565 1060 460 	85 522 1216 2267 3118 1363 496 149 	731 1743 2264 2537 1393 402 146 0 	
386 2128 2799 2160 1038 347 208 150 	32 349 1876 2597 2013 1445 709 195 	1309 2790 2243 1498 728 333 218 97 	
140 439 2272 3363 1251 971 476 304 	98 190 584 2426 3149 1509 824 436 	1863 2267 2698 1202 572 312 198 104 	
890 946 4969 1269 186 239 308 409 	891 759 3649 2794 263 279 395 186 	1180 837 3114 2956 332 331 360 106 	
142 597 826 1438 3651 1896 530 136 	191 634 934 1256 2738 3029 397 37 	1528 1597 1354 1275 1441 1579 437 5 	
111 399 4098 2576 1101 785 130 16 	131 306 794 5607 1521 764 86 7 	437 1386 1654 1615 1572 2531 21 0 	
142 537 1296 3393 1744 1206 826 72 	107 527 2071 3416 1466 1097 504 28 	436 899 2627 3030 965 683 470 106 	
110 894 2260 2939 1500 729 573 211 	86 258 949 3009 2617 1295 686 316 	1612 2899 2108 1014 614 515 364 90 	
716 2410 1943 1215 920 798 734 480 	815 2102 2169 1272 900 839 751 368 	1912 2549 1319 974 744 801 628 289 	
836 3296 3545 700 378 370 90 1 	502 2008 4778 1051 411 346 119 1 	2549 4242 1474 341 227 291 92 0 	
925 3824 314 385 329 590 1626 1223 	653 4105 342 320 393 661 1581 1161 	3831 1090 272 332 470 884 1811 526 	
1304 2119 2110 1684 968 614 339 78 	651 2289 2561 1677 1041 705 214 78 	1859 1762 2222 1545 950 669 153 56 	
32 396 1594 4134 2400 525 121 14 	20 445 2095 4193 1954 463 45 1 	138 894 3717 3575 684 186 21 1 	
1147 977 2270 3011 642 383 538 248 	1123 1009 2437 2725 694 289 384 555 	1240 1679 2764 1574 607 242 255 855 	
83 391 1539 2663 1603 2013 820 104 	101 397 983 2880 1834 2108 809 104 	83 1700 2979 786 772 937 1851 108 	
227 685 1338 1996 1753 1282 674 1261 	110 415 800 1755 2171 1825 852 1288 	819 1446 1858 1413 1485 767 278 1150 	
673 1306 2497 2544 971 508 371 346 	577 723 1878 2638 1887 673 427 413 	1812 2746 2110 900 543 366 273 466 	
590 290 251 518 6515 998 48 6 	579 281 243 377 5190 2456 83 7 	622 269 230 399 5448 2168 75 5 	
458 381 315 1576 3609 2658 111 108 	428 431 327 583 1531 5597 259 60 	413 497 730 6291 1025 165 58 37 	
238 744 1659 1790 1736 1528 1025 496 	255 664 1838 1880 1814 1563 860 342 	976 2032 2034 1675 1277 868 322 32 	
9 654 656 3386 4139 187 134 51 	7 667 765 2590 4811 208 133 35 	89 832 833 4695 2495 158 109 5 	
163 368 75 8184 243 115 40 28 	130 360 102 117 8307 136 36 28 	167 291 111 84 209 8249 73 32 	
4751 2520 1218 380 132 80 62 73 	490 5107 2643 681 84 76 71 64 	6483 2018 392 88 76 63 55 41 	
5162 2652 355 360 370 224 90 3 	2818 4333 1255 365 289 116 31 9 	5784 2214 466 346 270 98 26 12 	
30 1105 1983 2724 1329 907 577 561 	1 159 1099 1795 2927 1789 661 785 	1241 2570 1770 1318 849 623 325 520 	
23 214 1013 4372 2819 484 176 115 	9 97 560 1149 4103 2802 356 140 	746 2678 4048 1247 218 174 96 9 	
595 539 634 755 6457 229 7 0 	569 599 719 706 6220 403 0 0 	1088 702 609 515 3255 3047 0 0 	
143 3323 1509 1017 852 757 891 724 	373 3923 1177 939 748 871 801 384 	2206 2737 1302 870 649 816 579 57 	
69 136 252 3905 4430 184 132 108 	53 143 183 999 6040 1573 131 94 	56 141 130 392 3705 4485 220 87 	
207 599 2876 3535 1088 452 374 85 	220 839 3696 2205 691 1046 442 77 	2058 3930 1684 515 321 295 282 131 	
97 775 1773 2023 1904 1544 920 180 	50 587 1514 1764 2071 2014 1060 156 	456 1710 1891 1562 1319 1315 804 159 	
94 643 620 412 5966 1373 58 50 	51 609 663 406 869 6581 37 0 	304 696 534 341 461 6607 273 0 	
153 316 525 696 395 445 6575 111 	209 433 723 601 240 196 6473 341 	343 668 693 397 144 168 2570 4233 	
66 77 184 462 1332 3624 3066 405 	97 132 289 711 2196 4075 1399 317 	226 283 689 1810 3393 1976 589 250 	
224 322 609 1139 1910 2487 1914 611 	334 455 786 1503 2370 2483 1039 246 	951 1175 1938 2552 1890 571 134 5 	
237 4995 1978 830 378 392 269 137 	115 2435 4217 1179 411 366 328 165 	4854 1903 991 560 296 355 160 97 	
331 378 147 357 1613 3771 2215 404 	184 433 481 1352 3522 2768 454 22 	184 551 1479 3445 2993 536 28 0 	
360 560 1568 2527 2078 1200 590 333 	292 459 1064 2225 2345 1605 828 398 	377 851 1736 2732 1746 958 440 376 	
426 968 1938 2596 2066 915 255 52 	401 1272 2633 2554 1658 519 159 20 	870 1499 2439 2227 1501 545 121 14 	
342 334 3886 3504 1056 63 25 6 	381 295 1882 3961 2444 238 14 1 	426 394 1752 2953 2643 1030 18 0 	
3164 3265 2058 465 165 77 18 4 	797 2977 2924 1730 621 126 37 4 	7120 1254 359 189 145 89 51 9 	
2643 3363 2020 688 243 135 88 36 	444 2745 2747 1968 900 299 91 22 	3149 3243 1692 702 239 115 54 22 	
359 2050 1999 2216 1020 352 222 998 	369 2220 2507 2026 701 280 162 951 	685 2562 2775 1563 419 177 137 898 	
1014 120 413 4150 3036 401 60 22 	1023 195 295 679 6116 821 62 25 	1271 1067 4147 2361 316 37 13 4 	
123 294 307 296 234 7626 272 64 	64 325 336 302 239 346 7530 74 	79 314 370 274 249 234 6840 856 	
368 88 157 574 6320 1109 363 237 	368 144 183 526 4708 2762 482 43 	1550 4555 2730 333 41 7 0 0 	
764 1731 2040 2150 1797 660 67 7 	448 759 1793 2128 2214 1550 317 7 	384 466 843 1620 1905 2058 1537 403 	
342 373 843 5557 332 510 1021 238 	282 398 474 1177 5133 534 1003 215 	329 568 3925 2562 490 1037 295 10 	
32 117 275 2093 2500 2199 1348 652 	91 256 326 1739 3016 1678 1158 952 	178 284 1922 2485 1485 520 615 1727 	
9 1923 4187 1426 1135 497 39 0 	4 865 4315 2115 1095 779 43 0 	297 2370 2688 1637 923 675 454 172 	
2 110 629 1490 1995 2427 1675 888 	57 901 1804 2103 1728 1297 908 418 	595 1830 2210 1845 1485 861 277 113 	
69 160 424 1171 3457 3394 459 82 	101 275 1122 3390 3114 965 197 52 	251 1719 4662 1686 483 262 117 36 	
919 1199 1092 1041 1052 1179 1537 1197 	1083 1181 1142 1003 1050 1245 1464 1048 	1249 1179 1300 1164 1374 1490 898 562 	
894 2112 2725 1657 1060 454 204 110 	770 121 1231 3050 2481 1109 397 57 	1934 3545 2011 934 374 206 141 71 	
14 4542 1254 1093 1742 395 114 62 	447 4421 1033 1314 1697 212 64 28 	4562 828 715 1049 1419 566 63 14 	
503 1678 2020 1714 1453 930 402 516 	212 1498 1261 1984 1840 1225 592 604 	1498 1946 1612 1348 1058 619 422 713 	
4112 3007 837 471 312 190 179 108 	1997 3692 2111 573 371 224 171 77 	3579 2993 1360 392 345 280 188 79 	
409 3068 2261 1042 1416 761 185 74 	91 1105 2751 2130 1250 1450 371 68 	307 4618 3045 722 344 99 66 15 	
468 1516 2073 2149 1486 1045 389 90 	818 1549 2274 2188 1468 671 213 35 	2409 2349 1979 1351 774 301 52 1 	
39 6255 536 313 957 745 296 75 	32 4624 2154 303 976 763 304 60 	22 830 5894 287 946 894 313 30 	
102 317 886 755 646 805 804 997 1106 973 679 547 304 155 84 56 	193 315 821 1193 814 952 976 1002 913 708 531 367 240 119 44 28 	534 579 1076 1512 1183 952 824 713 545 448 322 218 195 63 42 10 	
3 28 119 240 358 350 272 257 258 462 998 1665 1547 1296 1015 348 	4 25 120 254 341 353 247 272 274 422 908 1562 1633 1231 816 754 	110 271 342 366 366 548 1036 1425 1506 1363 1113 607 115 48 0 0 	
28 56 57 80 62 87 240 959 2606 2646 1281 532 363 175 32 12 	32 48 59 81 70 77 215 621 2232 2956 1630 588 386 183 26 12 	73 59 82 75 102 97 125 297 1099 2842 2587 1027 482 220 32 17 	
595 760 1001 889 608 503 374 418 424 495 615 608 565 449 355 557 	585 729 971 922 654 539 416 432 468 538 664 649 509 430 346 364 	1083 1005 978 785 587 472 487 546 606 721 597 498 342 277 188 44 	
20 255 408 226 137 167 596 336 388 1583 2636 461 526 472 445 560 	55 371 325 196 103 193 671 460 594 1702 1963 1173 384 346 391 289 	246 411 248 129 114 432 688 621 1087 1326 681 2254 278 316 283 102 	
918 803 1002 1108 1109 909 725 561 543 532 368 196 144 149 94 55 	7 63 267 589 1100 1363 984 1015 1049 1122 614 416 297 203 89 38 	510 754 1101 1127 1157 1337 983 572 423 268 220 192 196 162 154 60 	
33 135 527 1280 1459 1136 860 716 778 726 486 215 204 176 196 289 	42 140 384 594 1064 1084 1118 1075 962 909 676 443 249 171 187 118 	3210 1662 1119 997 722 329 224 180 167 146 134 120 122 80 4 0 	
324 325 346 587 867 1343 1394 1176 1179 1445 191 35 3 1 0 0 	182 324 290 371 693 871 961 1376 1038 652 629 1644 176 8 1 0 	207 313 429 638 808 962 814 598 516 559 472 458 459 550 1374 59 	
33 97 86 108 110 145 259 483 1029 2000 2809 1320 539 144 41 13 	118 120 137 132 194 333 732 1543 2820 1898 811 272 85 18 3 0 	441 180 316 708 1385 2726 2225 783 297 115 31 9 0 0 0 0 	
5 67 426 987 1635 1640 1139 705 539 554 503 407 291 159 92 67 	7 170 694 1132 1444 1403 1270 836 583 545 453 308 198 101 53 19 	129 413 1088 1731 1404 1043 698 580 513 463 402 284 181 142 82 63 	
432 891 894 782 712 987 1706 1824 707 140 48 23 15 14 12 29 	78 286 620 902 830 733 811 1131 1952 1411 363 34 14 11 17 23 	59 217 234 361 705 837 815 701 935 1562 1945 717 79 15 16 18 	
95 171 254 378 491 418 380 424 433 538 533 628 832 1346 1355 940 	60 162 161 275 324 438 527 452 441 528 539 573 603 984 1763 1386 	572 644 746 688 729 786 693 779 684 633 534 595 482 282 232 137 	
92 162 162 201 304 422 504 719 1085 1317 1336 1293 889 428 192 110 	192 208 243 336 444 549 818 992 1232 1278 1147 728 514 318 136 81 	746 540 733 987 1283 1304 1307 1082 669 328 157 51 22 5 2 0 	
118 169 164 251 286 563 2614 1552 827 885 817 434 343 147 38 8 	22 101 176 254 276 382 465 451 453 1962 3509 424 421 236 70 14 	82 170 276 317 630 3227 1185 1350 560 266 273 400 330 117 24 9 	
136 246 195 221 162 143 154 176 239 589 1543 2942 1890 260 137 183 	124 233 219 200 176 144 139 134 198 287 686 2054 3501 859 154 108 	403 263 225 231 301 246 270 324 465 713 1288 2148 1771 396 127 45 	
2772 3172 893 507 407 252 143 122 128 120 115 128 133 114 90 120 	1469 3011 1911 607 434 314 279 216 133 124 138 132 117 129 120 82 	5769 1434 501 293 165 152 136 144 104 127 106 82 71 72 46 14 	
638 1604 1407 892 637 530 382 297 255 237 209 161 140 450 789 588 	683 1626 1452 886 668 542 376 270 246 210 172 139 145 496 800 505 	1097 1939 1436 904 593 360 254 179 145 144 126 148 218 573 760 340 	
11 17 23 37 61 101 259 671 1841 4409 1072 395 171 90 38 20 	8 22 16 43 63 116 252 682 1992 4332 1003 353 192 92 34 16 	17 29 44 63 133 240 752 2244 4079 913 331 190 107 45 13 16 	
47 728 497 250 314 1329 2477 1861 774 420 180 156 155 26 2 0 	41 705 513 248 272 347 1291 2425 1811 862 294 182 151 72 2 0 	132 865 370 386 818 1637 2261 1268 654 412 252 101 33 17 8 2 	
0 1 8 118 1994 3576 632 573 784 346 179 154 148 125 169 409 	0 0 8 19 170 2165 3619 986 874 263 164 142 157 159 233 257 	145 217 1474 4027 960 635 747 190 144 135 115 114 116 126 69 2 	
0 12 27 259 937 1196 1991 1550 911 641 349 60 40 26 98 1119 	12 25 69 649 1264 1991 1796 1343 626 103 49 35 27 51 62 1114 	29 149 496 1175 1273 1459 1276 722 697 351 278 60 25 75 81 1070 	
11 19 91 605 1078 1476 1428 998 921 1123 650 331 180 93 101 111 	11 12 58 161 428 1020 1760 1635 1310 1386 679 276 139 105 108 128 	424 979 1778 1578 1444 1364 687 305 153 110 84 55 53 61 76 65 	
372 508 254 154 201 383 513 682 916 1505 1801 889 437 280 130 191 	512 510 200 158 293 408 578 685 927 1728 1567 755 408 193 119 175 	232 678 627 390 394 562 819 1305 1601 1348 592 299 175 65 68 61 	
179 510 635 612 718 899 1232 1386 1043 604 189 64 446 469 213 17 	204 616 743 760 947 1242 1338 1191 672 200 90 39 27 58 468 621 	252 678 795 814 997 1256 1369 1169 489 121 50 34 16 22 39 1115 	
472 1219 1296 976 753 722 806 675 542 503 409 340 235 149 100 19 	292 1340 1530 1013 894 906 837 715 539 403 327 205 144 58 11 2 	2362 2088 1047 808 725 634 514 383 259 190 107 57 34 7 1 0 	
18 26 46 107 138 183 300 563 988 1279 1378 2570 1524 92 2 2 	22 74 120 187 217 244 448 868 981 794 975 1766 2212 305 3 0 	83 151 244 333 505 846 796 577 481 521 802 1406 2134 329 8 0 	
12 69 219 654 1490 2757 2234 806 342 177 126 87 87 70 50 36 	17 89 269 814 1756 2733 1987 686 300 174 123 81 77 57 31 22 	24 84 265 831 1620 2480 2126 845 332 196 123 96 79 63 33 19 	
62 209 277 169 205 224 213 693 1386 2535 2015 761 263 138 48 18 	77 239 236 191 193 181 1073 2552 2203 1252 400 238 192 123 50 16 	153 221 231 189 262 1365 3017 1962 715 372 223 169 163 117 38 19 	
294 784 1287 1952 2195 1399 597 249 110 93 76 83 62 21 9 5 	345 827 1248 1830 2208 1514 612 215 85 83 62 75 67 27 13 5 	1025 1625 2235 2133 1084 410 187 111 90 73 52 63 62 36 25 5 	
0 15 37 70 112 223 316 459 955 4755 1519 458 200 62 25 10 	437 402 443 435 551 917 4145 1690 93 42 29 13 9 5 5 0 	599 418 441 446 691 2003 3931 490 89 34 38 18 9 5 4 0 	
234 355 997 1823 1564 1049 788 538 476 466 357 194 151 97 64 63 	136 196 164 426 1063 2347 1502 804 627 542 460 357 304 150 78 60 	2599 1440 1334 1111 710 551 376 326 224 159 132 78 68 54 35 19 	
23 119 565 677 702 1844 1975 473 240 359 922 867 295 84 40 31 	13 53 89 391 733 597 989 2368 1406 644 1038 602 164 50 46 33 	39 72 212 557 631 623 1131 2499 2100 843 258 111 50 32 38 20 	
370 120 133 197 213 574 661 960 1527 2565 622 280 318 342 189 145 	425 102 94 78 443 940 1999 3413 405 233 295 339 233 130 58 29 	426 125 122 438 1893 4345 756 355 323 226 111 55 20 3 10 8 	
4 110 231 244 492 1952 2197 2231 716 316 189 164 112 101 79 78 	10 152 351 393 373 1322 2749 2462 794 241 159 121 68 16 3 2 	950 660 722 2753 2923 685 213 119 73 51 40 20 5 2 0 0 	
331 936 1815 2204 1624 922 499 293 168 189 110 54 20 20 24 7 	163 579 803 1046 1258 1442 1212 1029 700 349 242 134 58 86 84 31 	852 1548 2172 1925 1091 651 318 190 129 115 113 40 18 20 16 18 	
23 52 468 2248 3795 1901 446 137 75 26 13 8 6 8 5 5 	11 11 31 44 146 723 2448 3736 1657 275 62 29 14 10 9 10 	7 11 34 41 53 58 191 702 2096 3704 1898 308 55 25 16 17 	
2 4 16 40 68 167 242 421 692 1255 1761 1631 1325 914 463 215 	1 3 8 30 54 132 193 311 414 875 1588 2157 1835 1004 471 140 	943 647 719 757 956 1011 1081 926 778 583 360 237 149 55 8 6 	
1 8 56 289 682 1188 966 935 829 919 882 588 453 406 370 644 	17 73 183 408 1058 813 1125 1065 833 712 566 413 382 361 438 769 	166 1052 1328 876 769 695 616 495 374 364 313 283 262 300 307 1016 	
12 43 135 504 1158 1759 2100 1575 1030 515 249 80 39 9 8 0 	10 36 101 371 825 1609 2064 1989 1183 614 268 82 41 15 5 3 	52 194 613 1247 1617 1486 1323 1146 795 432 191 75 31 6 7 1 	
